"pid","description","tid"
"7129","Diverticulitis","33"
"7130","Hiatal hernia","33"
"7131","Bowel necrosis due to thrombosis","33"
"7132","Archnodactyly","48"
"7133","Hyperextensibility of the skin","50"
"7134","No increased bruisability","50"
"7135","Ischemic stroke","57"
"7136","Mental retardation (some)","57"
"7137","Hypotonia (less common)","57"
"7138","Increased risk of early death","73"
"7139","Structural cardiac defects (uncommon)","15"
"7140","Atrial septal defects","15"
"7141","Right ventricular hypertrophy (reported in 2 sibs)","15"
"7142","Cholestatic liver disease","29"
"7143","Bile duct abnormalities (paucity, proliferation)","29"
"7144","Giant cell hepatitis","29"
"7145","Pigmentary deposits","29"
"7146","Portal tract fibrosis","29"
"7147","Fanconi syndrome","39"
"7148","Nephrogenic diabetes insipidus (less common)","39"
"7149","Renal tubular degeneration","39"
"7150","Fractures at birth","42"
"7151","Global developmental delay","57"
"7152","Lissencephaly (reported in 1 patient)","57"
"7153","Severe bleeding after biopsies (uncommon)","63"
"7154","Recurrent febrile illnesses","64"
"7155","B and T cell defects (reported in 2 sibs)","64"
"7156","Death in infancy, usually from sepsis, dehydration, or acidosis","73"
"7157","Rigid, expressionless face","7"
"7158","Small, posteriorly rotated ears","8"
"7159","Poorly folded ears","8"
"7160","Depressed nasal tip","10"
"7161","Short-gut syndrome","33"
"7162","Hip ankylosis","45"
"7163","Elbow ankylosis","46"
"7164","Knee ankylosis","46"
"7165","Thin, gracile long bones","46"
"7166","Ulnar deviation of hands","47"
"7167","Absent or sparse dermal ridges","47"
"7168","Ankle ankylosis","48"
"7169","Neurogenic muscle atrophy","55"
"7170","Microgyria","57"
"7171","Small or abnormal placenta","69"
"7172","Stillborn (30%)","71"
"7173","Joint swelling","42"
"7174","Osteoarthritis","42"
"7175","Decreased cervical spine mobility","44"
"7176","Anterior end-plate erosions","44"
"7177","Periarticular osteoporosis","45"
"7178","Joint space narrowing","45"
"7179","Acetabular irregularity","45"
"7180","Enlarged capital femoral epiphyses","45"
"7181","Large joint contractures","46"
"7182","Flattened, enlarged epiphyses","46"
"7183","Enlarged metacarpophalangeal joints","47"
"7184","Enlarged interphalangeal joints","47"
"7185","Narrowed joint spaces","47"
"7186","Wide metaphyses (metacarpals and phalanges)","47"
"7187","Flattened epiphyses (metacarpals and phalanges)","47"
"7188","Wide metaphyses (metatarsals and phalanges)","48"
"7189","Enlarged epiphyses (metatarsals and phalanges)","48"
"7190","Easily fatigued","55"
"7191","Muscular weakness","55"
"7192","Normal sedimentation rate","72"
"7193","Negative rheumatoid factor","72"
"7194","Walking difficulties","73"
"7195","Onset of disease 3-8 years","73"
"7196","Broad face","7"
"7197","Crystal-like lens opacity","9"
"7198","Recurrent respiratory infections","21"
"7199","Hernias","28"
"7200","Macroorchidism","35"
"7201","Thick calvaria","43"
"7202","Flattening and anterior beaking of vertebral bodies","44"
"7203","Angiokeratoma corporis diffusum","50"
"7204","Acne","50"
"7205","Mental deterioration in childhood","57"
"7206","Seizures (adult)","57"
"7207","Aspartylglucosaminuria","72"
"7208","Little to absent aspartylglucosaminuria activity","72"
"7209","Decreased prothrombin time","72"
"7210","Increased frequency in the Finnish population","73"
"7211","98% of Finnish cases due to one mutation","73"
"7212","Carrier frequency in Finland 1/40","73"
"7213","Onset of symptoms 2-6 years of age","73"
"7214","Complex heart malformation","15"
"7215","Right atrial isomerism","15"
"7216","Common atrium","15"
"7217","Anomalous pulmonary venous return","15"
"7218","Univentricular atrial-ventricular connection","15"
"7219","Atrioventricular septal defect","15"
"7220","Single ventricle with right ventricular morphology","15"
"7221","Malposition of the great arteries","15"
"7222","Pulmonary outflow tract obstruction","15"
"7223","Pulmonary atresia","15"
"7224","Trilobulated lungs bilaterally (2 morphologic right lungs)","21"
"7225","Situs ambiguous","27"
"7226","Midline liver","29"
"7227","Cardiac failure at birth","73"
"7228","Poor outcome","73"
"7229","One family with confirmed genetic basis has been reported (last curated September 2013)","73"
"7230","Situs abnormalities (in some patients)","15"
"7231","Lung hypoplasia (secondary to oligohydramnios)","21"
"7232","Situs abnormalities (in some patients)","27"
"7233","Ductal plate malformation","29"
"7234","Pancreatic fibrosis","30"
"7235","Dysplastic bile ducts","31"
"7236","Hyperplastic biliary ducts","31"
"7237","Dilated, enlarged bile ducts","31"
"7238","Biliary cirrhosis","31"
"7239","Polysplenia","32"
"7240","Malrotation of the gut","33"
"7241","Decreased number of nephrons","39"
"7242","Deficient nephron differentiation","39"
"7243","Glomerular cysts","39"
"7244","Ureteral atresia (reported in 1 patient)","40"
"7245","Dandy-Walker malformation (variable)","57"
"7246","Cerebral cysts","57"
"7247","Death usually in the perinatal period","73"
"7248","Sinusitis","6"
"7249","Hypogonadism","37"
"7250","Impaired spermatogenesis","37"
"7251","Hypogonadism","38"
"7252","Cutaneous telangiectasia","50"
"7253","Progeric skin changes","50"
"7254","Sclerodermatous skin changes","50"
"7255","Progeric hair changes","54"
"7256","Cerebellar cortical degeneration","57"
"7257","Reduced/absent deep tendon reflexes","57"
"7258","Oculomotor abnormalities","57"
"7259","Delayed puberty","62"
"7260","Thymus hypoplasia","64"
"7261","Normal numbers of B cells","64"
"7262","Defective B cell differentiation","64"
"7263","Lymphocytopenia","64"
"7264","Reduced numbers of T cells","64"
"7265","Reduced CD4+ T cells","64"
"7266","Increased levels of T cells bearing gamma/delta antigen receptor","64"
"7267","Reduced levels of cells with IgM receptors","64"
"7268","Non-Hodgkin lymphoma","65"
"7269","Hodgkin lymphoma","65"
"7270","Increased risk in heterozygotes","65"
"7271","Increased levels of alpha fetoprotein","72"
"7272","Increased levels of carcinoembryonic antigen","72"
"7273","Reduced IgA levels","72"
"7274","Reduced IgE levels","72"
"7275","Reduced IgG levels, particularly the IgG2 subclass","72"
"7276","Monomeric IgM","72"
"7277","Immunoglobulin antibodies present","72"
"7278","CD4+/CD8+ ratio is reversed","72"
"7279","Ataxia becomes evident at the end of the first year of life","73"
"7280","Telangiectasia become evident between the second and eighth year of life","73"
"7281","Hypersensitivity to ionizing radiation","73"
"7282","Variant AT may present with dystonia only","73"
"7283","Oculomotor apraxia (in 86% of patients)","9"
"7284","Hypometric saccades","9"
"7285","Gaze-evoked nystagmus","9"
"7286","Progressive external ophthalmoplegia","9"
"7287","Distal muscular atrophy due to peripheral neuropathy","55"
"7288","Muscle coenzyme Q deficiency","55"
"7289","Cerebellar ataxia, severe","57"
"7290","Trunk ataxia","57"
"7291","Mosy patients become wheelchair-bound after 10 years","57"
"7292","Oculomotor apraxia","57"
"7293","Choreoathetosis (in 79%, more frequent at disease onset)","57"
"7294","Mental deterioration (in a subset of patients)","57"
"7295","Dementia (in a subset of patients)","57"
"7296","Axonal sensory and motor peripheral neuropathy, severe","58"
"7297","Distal sensory loss","58"
"7298","Nerve biopsy shows axonal degeneration and axonal sprouting","58"
"7299","Depletion of large myelinated fibers","58"
"7300","Hypoalbuminemia (in 83%)","72"
"7301","Hypercholesterolemia (in 75%)","72"
"7302","Onset is usually in childhood or adolescence (2 to 18 years)","73"
"7303","Adult onset has been reported","73"
"7304","Oculomotor apraxia is not always present","73"
"7305","Diminished pupillary light responses","9"
"7306","Alveolar hypoventilation","17"
"7307","Shallow breathing (decreased tidal volume)","17"
"7308","Normal respiratory rate","17"
"7309","Periods of apnea","17"
"7310","Abnormal respiration due to defect in autonomic function","17"
"7311","Decreased sensitivity to hypercapnia and hypoxemia","17"
"7312","Hirschsprung disease (16%)","33"
"7313","Increased sweating","50"
"7314","Dysfunction of the autonomic nervous system","57"
"7315","Poor temperature regulation","61"
"7316","Decreased basal body temperature","61"
"7317","Tumors of the sympathetic nervous system (5 to 10%)","65"
"7318","Chronic hypoxemia","72"
"7319","Chronic hypercapnia","72"
"7320","Worsening of symptoms during sleep","73"
"7321","Some patients have later onset of the disorder as young adults","73"
"7322","Patients often have other clinical symptoms resulting from dysfunction of the autonomic nervous system","73"
"7323","Hypoventilation occurs in the absence of primary neuromuscular, lung, or cardiac disease, or an identifiable brainstem lesion","73"
"7324","Most cases are caused by mutation in the PHOX2B gene","73"
"7325","Mandibular prognathism","7"
"7326","Hearing loss (in some patients)","8"
"7327","Eyelid ectropion","9"
"7328","Eyebrows sparse","9"
"7329","Bulbous nose","10"
"7330","Alae nasi hypoplastic","10"
"7331","High arched palate (in some patients)","11"
"7332","Delayed eruption (rare)","12"
"7333","Nipples hypoplastic or absent","23"
"7334","Anomalous","35"
"7335","Anomalous","36"
"7336","Hypertrichosis, generalized","54"
"7337","Rod-cone dystrophy, onset by end of 2nd decade (major)","9"
"7338","Small tooth roots","12"
"7339","Hirschsprung disease (rare)","33"
"7340","Hypogonadism (major)","35"
"7341","Hypogenitalism","35"
"7342","Renal anomalies (major)","39"
"7343","Polydactyly, usually postaxial (major)","47"
"7344","Polydactyly (major)","48"
"7345","Speech disorder","57"
"7346","Learning disabilities (major)","57"
"7347","Poor coordination","57"
"7348","Presence of 4 major features or 3 major and 2 minor features establishes the diagnosis","73"
"7349","Clinical manifestation of some forms of Bardet-Biedl syndrome requires recessive mutation in 1 of the 6 loci plus an additional mutation in a second locus, or triallelic inheritance","73"
"7350","Upper respiratory tract infections","20"
"7351","Lower respiratory tract infections","20"
"7352","Progressive liver disease","29"
"7353","Viral hepatitis","29"
"7354","Pseudosclerosing cholangitis","31"
"7355","Bacterial cholangitis","31"
"7356","Protracted diarrhea","33"
"7357","Variable degree of villous atrophy","33"
"7358","Intraepithelial infiltration by lymphocytes, macrophages, plasma cells","33"
"7359","Severe colitis","33"
"7360","Recurrent urinary tract infections","34"
"7361","Mucocutaneous candidiasis","50"
"7362","Meningoencephalitis","57"
"7363","Chronic lymphocytic meningitis","57"
"7364","Poliomyelitis","57"
"7365","Severe autoimmune cytopenia","63"
"7366","Absence of humoral and cellular immune response to foreign antigens","64"
"7367","Frequent bacterial, viral, protozoan, and fungal infections","64"
"7368","Susceptible to vaccine-induced polio","64"
"7369","Normal number of T and B lymphocytes","72"
"7370","Reduced CD4+ count and proportionally increased CD8+ count","72"
"7371","Panhypogammaglobulinemia or agammaglobulinemia","72"
"7372","Absence of delayed hypersensitivity skin test","72"
"7373","Majority of children die between 6 months and 5 yrs","73"
"7374","Increased susceptibility to Mycobacterial infections","64"
"7375","Increased susceptibility to Salmonella infections","64"
"7376","Poor or absent response to gamma-interferon","64"
"7377","May be fatal","73"
"7378","Patients may develop disseminated disease after BCG vaccination","73"
"7379","Patients may respond well to treatment with gamma-interferon","73"
"7380","Progressive visual loss","9"
"7381","Contractures, lower limbs (in some patients)","46"
"7382","Achilles tendon contractures (in some patients)","46"
"7383","Hamstring contractures (in some patients)","46"
"7384","Adductor longus contractures (in some patients)","46"
"7385","Spasticity, progressive","57"
"7386","Ataxia, progressive","57"
"7387","Impaired gait","57"
"7388","Posterior column sensory loss","57"
"7389","Axonal sensorimotor neuropathy LABORATORY STUDIES : Increased lactate in the cerebrospinal fluid","58"
"7390","Reduced mitochondrial complex I activity in fibroblasts","58"
"7391","Onset in the first decade","73"
"7392","Heterozygous mutation carriers may have isolated optic atrophy","73"
"7393","Apnea, acute","17"
"7394","Macro- and microvesicular steatosis, acute","29"
"7395","Neurologic sequelae not always present","57"
"7396","Metabolic decompensation precipitated by illness","61"
"7397","Hypoglycemia, acute","61"
"7398","Urinary excretion of 3-methylcrotonylglycine, chronic","72"
"7399","Urinary excretion of 3-hydroxyisovaleric acid, chronic","72"
"7400","Secondary decrease of plasma free carnitine","72"
"7401","Hyperammonemia, acute","72"
"7402","Ketonuria, acute","72"
"7403","Decreased activity of 3-methylcrotonyl-CoA carboxylase (less than 2%)","72"
"7404","May present in infancy with episodes of severe metabolic decompensation","73"
"7405","May be present in asymptomatic adults","73"
"7406","Not responsive to biotin treatment","73"
"7407","Genetic heterogeneity (see MCC2 deficiency","73"
"7408","Detected in 1/50,000 in neonatal screening programs","73"
