"mimnumber","full_name","short_name"
"308230","IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 1","HIGM1"
"308240","LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1","XLP1"
"308300","INCONTINENTIA PIGMENTI","IP"
"308350","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1","EIEE1"
"308700","HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA","HH1"
"308800","KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED","KFSDX"
"308940","LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME","DL-ATS"
"308990","PROTEINURIA, LOW MOLECULAR WEIGHT, WITH HYPERCALCIURIA AND NEPHROCALCINOSIS","null"
"309000","LOWE OCULOCEREBRORENAL SYNDROME","OCRL"
"309120","SPERMATOGENIC FAILURE, X-LINKED, 2","SPGFX2"
"309300","MEGALOCORNEA","MGC1"
"309350","MELNICK-NEEDLES SYNDROME","MNS"
"309400","MENKES DISEASE","null"
"309500","RENPENNING SYNDROME 1","RENS1"
"309510","PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME","PRTS"
"309520","LUJAN-FRYNS SYNDROME","null"
"309530","MENTAL RETARDATION, X-LINKED 1","MRX1"
"309541","METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE","null"
"309548","MENTAL RETARDATION, X-LINKED, ASSOCIATED WITH FRAGILE SITE FRAXE","null"
"309549","MENTAL RETARDATION, X-LINKED 9","MRX9"
"309580","MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1","MRXHF1"
"309583","MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE","MRXSSR"
"309630","METACARPAL 4-5 FUSION","MF4"
"309800","MICROPHTHALMIA, SYNDROMIC 1","MCOPS1"
"309801","LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 1","LSDMCA1"
"309900","MUCOPOLYSACCHARIDOSIS, TYPE II","MPS2"
"310200","MUSCULAR DYSTROPHY, DUCHENNE TYPE","DMD"
"310300","EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED","EDMD1"
"310400","MYOPATHY, CENTRONUCLEAR, X-LINKED","CNMX"
"310440","MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOPHAGY","MEAX"
"310468","NEPHROLITHIASIS, X-LINKED RECESSIVE, WITH RENAL FAILURE","XRN"
"310490","COWCHOCK SYNDROME","COWCK"
"310500","NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A","CSNB1A"
"310600","NORRIE DISEASE","ND"
"310700","NYSTAGMUS 1, CONGENITAL, X-LINKED","NYS1"
"311070","CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 5","CMTX5"
"311200","OROFACIODIGITAL SYNDROME I","OFD1"
"311250","ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO","null"
"311360","PREMATURE OVARIAN FAILURE 1","POF1"
"311510","WAISMAN SYNDROME","WSMN"
"311900","TARP SYNDROME","TARPS"
"312060","PROPERDIN DEFICIENCY, X-LINKED","CFPD"
"312080","PELIZAEUS-MERZBACHER DISEASE","PMD"
"312170","PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY","PDHAD"
"312300","ANDROGEN INSENSITIVITY, PARTIAL","PAIS"
"312600","RETINITIS PIGMENTOSA 2","RP2"
"312700","RETINOSCHISIS 1, X-LINKED, JUVENILE","RS1"
"312750","RETT SYNDROME","RTT"
"312863","COMBINED IMMUNODEFICIENCY, X-LINKED","CIDX"
"312870","SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1","SGBS1"
"312920","SPASTIC PARAPLEGIA 2, X-LINKED","SPG2"
"313200","SPINAL AND BULBAR MUSCULAR ATROPHY, X-LINKED 1","SMAX1"
"313400","SPONDYLOEPIPHYSEAL DYSPLASIA TARDA, X-LINKED","SEDT"
"313500","TOOTH AGENESIS, SELECTIVE, X-LINKED, 1","STHAGX1"
"313900","THROMBOCYTOPENIA 1","THC1"
"314050","THROMBOCYTOPENIA WITH BETA-THALASSEMIA, X-LINKED","XLTT"
"314250","DYSTONIA 3, TORSION, X-LINKED","DYT3"
"314580","WIEACKER-WOLFF SYNDROME","WRWF"
"500001","LEBER OPTIC ATROPHY AND DYSTONIA","null"
"500002","MITOCHONDRIAL MYOPATHY WITH DIABETES","null"
"500003","STRIATONIGRAL DEGENERATION, INFANTILE, MITOCHONDRIAL","null"
"500007","CYCLIC VOMITING SYNDROME","CVS"
"500009","MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT","MMIT"
"520000","DIABETES AND DEAFNESS, MATERNALLY INHERITED","MIDD"
"530000","KEARNS-SAYRE SYNDROME","KSS"
"535000","LEBER OPTIC ATROPHY","null"
"540000","MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, LACTIC ACIDOSIS, AND STROKE-LIKE EPISODES","MELAS"
"551000","MITOCHONDRIAL MYOPATHY, LETHAL, INFANTILE","LIMM"
"551500","NEUROPATHY, ATAXIA, AND RETINITIS PIGMENTOSA","null"
"580000","DEAFNESS, AMINOGLYCOSIDE-INDUCED","null"
"600001","HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES","HDCA"
"600002","EIKEN SYNDROME","null"
"600059","RETINITIS PIGMENTOSA 13","RP13"
"600060","DEAFNESS, AUTOSOMAL RECESSIVE 2","DFNB2"
"600072","FATAL FAMILIAL INSOMNIA","FFI"
"600081","VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1B","VDDR1B"
"600101","DEAFNESS, AUTOSOMAL DOMINANT 2A","DFNA2A"
"600110","STARGARDT DISEASE 3","STGD3"
"600116","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE","PARK2"
"600118","WARBURG MICRO SYNDROME 1","WARBM1"
"600121","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 3","RCDP3"
"600138","RETINITIS PIGMENTOSA 11","RP11"
"600142","CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY","CARASIL"
"600143","CEROID LIPOFUSCINOSIS, NEURONAL, 8","CLN8"
"600145","SACRAL DEFECT WITH ANTERIOR MENINGOCELE","null"
"600151","BARDET-BIEDL SYNDROME 3","BBS3"
"600175","NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII","HMN8"
"600204","EPIPHYSEAL DYSPLASIA, MULTIPLE, 2","EDM2"
"600208","MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS","null"
"600224","SPINOCEREBELLAR ATAXIA 5","SCA5"
"600251","FACIAL CLEFTING, OBLIQUE, 1","OBLFC1"
"600274","FRONTOTEMPORAL DEMENTIA","FTD"
"600348","BAND HETEROTOPIA","BH"
"600363","SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT","SPG6"
"600373","CODAS SYNDROME","null"
"600376","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 2","HHT2"
"600462","MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1","MLASA1"
"600513","EPILEPSY, NOCTURNAL FRONTAL LOBE, 1","ENFL1"
"600630","UV-SENSITIVE SYNDROME 1","UVSS1"
"600638","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT","CFEOM3A"
"600649","CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE","null"
"600652","DEAFNESS, AUTOSOMAL DOMINANT 4A","DFNA4A"
"600666","POLYCYSTIC KIDNEY DISEASE 3","PKD3"
"600721","D-2-HYDROXYGLUTARIC ACIDURIA 1","D2HGA1"
"600740","HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE III","HHC3"
"600775","CRANIOSYNOSTOSIS 4","CRS4"
"600791","DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT","DFNB4"
"600794","NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA","HMN5A"
"600795","FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED","FTD3"
"600802","SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE","null"
"600803","GALLBLADDER DISEASE 1","GBD1"
"600858","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6","CMH6"
"600882","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B","CMT2B"
"600886","HYPERFERRITINEMIA WITH OR WITHOUT CATARACT","HRFTC"
"600901","FANCONI ANEMIA, COMPLEMENTATION GROUP E","FANCE"
"600919","CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED","null"
"600920","VAN DEN ENDE-GUPTA SYNDROME","VDEGS"
"600955","PROPROTEIN CONVERTASE 1/3 DEFICIENCY","null"
"600962","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC","NEPPK"
"600965","DEAFNESS, AUTOSOMAL DOMINANT 6","DFNA6"
"600969","EPIPHYSEAL DYSPLASIA, MULTIPLE, 3","EDM3"
"600971","DEAFNESS, AUTOSOMAL RECESSIVE 6","DFNB6"
"600972","ACHONDROGENESIS, TYPE IB","ACG1B"
"600987","CLEFT PALATE, CARDIAC DEFECTS, AND MENTAL RETARDATION","CPCMR"
"600994","DEAFNESS, AUTOSOMAL DOMINANT 5","DFNA5"
"600995","NEPHROTIC SYNDROME, TYPE 2","NPHS2"
"601001","EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1","EBSB1"
"601005","TIMOTHY SYNDROME","TS"
"601042","DYSTONIA 9","DYT9"
"601067","USHER SYNDROME, TYPE ID","USH1D"
"601071","DEAFNESS, AUTOSOMAL RECESSIVE 9","DFNB9"
"601088","AYME-GRIPP SYNDROME","AYGRP"
"601098","CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1C","CMT1C"
"601104","SUPRANUCLEAR PALSY, PROGRESSIVE, 1","PSNP1"
"601110","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Id","CDG1D"
"601144","BRUGADA SYNDROME 1","BRGDA1"
"601152","NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIA","HMSN6A"
"601154","CARDIOMYOPATHY, DILATED, 1E","CMD1E"
"601162","SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT","SPG9A"
"601186","MICROPHTHALMIA, SYNDROMIC 9","MCOPS9"
"601198","HYPOCALCEMIA, AUTOSOMAL DOMINANT 1","HYPOC1"
"601200","PLEUROPULMONARY BLASTOMA","PPB"
"601214","NAXOS DISEASE","NXD"
"601216","DENTAL ANOMALIES AND SHORT STATURE","DASS"
"601277","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A","ARCI4A"
"601287","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2F","LGMD2F"
"601317","DEAFNESS, AUTOSOMAL DOMINANT 11","DFNA11"
"601321","NEUROFIBROMATOSIS-NOONAN SYNDROME","NFNS"
"601331","RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO","CYSRD"
"601338","CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS","CAPOS"
"601358","NICOLAIDES-BARAITSER SYNDROME","NCBRS"
"601369","DEAFNESS, AUTOSOMAL DOMINANT 9","DFNA9"
"601382","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1","CMT4B1"
"601386","DEAFNESS, AUTOSOMAL RECESSIVE 12","DFNB12"
"601390","VAN MALDERGEM SYNDROME 1","VMLDS1"
"601399","PLATELET DISORDER, FAMILIAL, WITH ASSOCIATED MYELOID MALIGNANCY","FPDMM"
"601419","MYOPATHY, MYOFIBRILLAR, 1","MFM1"
"601455","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D","CMT4D"
"601457","SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE","null"
"601462","MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL","CMS1A"
"601472","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D","CMT2D"
"601493","CARDIOMYOPATHY, DILATED, 1C, WITH OR WITHOUT LEFT VENTRICULAR NONCOMPACTION","CMD1C"
"601494","CARDIOMYOPATHY, DILATED, 1D","CMD1D"
"601495","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","AGM1"
"601539","PEROXISOME BIOGENESIS DISORDER 1B","PBD1B"
"601543","DEAFNESS, AUTOSOMAL DOMINANT 12","DFNA12"
"601547","CATARACT 3, MULTIPLE TYPES","CTRCT3"
"601552","FACIAL DYSMORPHISM, LENS DISLOCATION, ANTERIOR SEGMENT ABNORMALITIES, AND SPONTANEOUS FILTERING BLEBS","FDLAB"
"601553","HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY","HJMD"
"601559","STUVE-WIEDEMANN SYNDROME","null"
"601583","WILMS TUMOR 5","WT5"
"601596","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4C","CMT4C"
"601606","TRICHOEPITHELIOMA, MULTIPLE FAMILIAL, 1","null"
"601631","ANTERIOR SEGMENT DYSGENESIS 3","ASGD3"
"601650","PARAGANGLIOMAS 2","PGL2"
"601665","OBESITY","null"
"601675","TRICHOTHIODYSTROPHY 1, PHOTOSENSITIVE","TTD1"
"601678","BARTTER SYNDROME, TYPE 1, ANTENATAL","BARTS1"
"601680","ARTHROGRYPOSIS, DISTAL, TYPE 2B","DA2B"
"601707","CURRY-JONES SYNDROME","CRJS"
"601709","QUEBEC PLATELET DISORDER","QPD"
"601718","RETINITIS PIGMENTOSA 19","RP19"
"601776","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1","EDSMC1"
"601780","CEROID LIPOFUSCINOSIS, NEURONAL, 6","CLN6"
"601812","PREMATURE AGING SYNDROME, PENTTINEN TYPE","PENTT"
"601813","EXUDATIVE VITREORETINOPATHY 4","EVR4"
"601815","PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY","PHGDHD"
"601820","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 2","HHF2"
"601847","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 2","PFIC2"
"601859","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME","ALPS"
"601868","DEAFNESS, AUTOSOMAL DOMINANT 13","DFNA13"
"601869","DEAFNESS, AUTOSOMAL RECESSIVE 15","DFNB15"
"601884","BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 1","BMND1"
"601885","CATARACT 14, MULTIPLE TYPES","CTRCT14"
"601887","MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5","null"
"601894","GLOMERULOPATHY WITH FIBRONECTIN DEPOSITS 2","GFND2"
"601952","KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA","KLICK"
"601954","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2G","LGMD2G"
"601977","THROMBOCYTHEMIA 2","THCYT2"
"602014","HYPOMAGNESEMIA 1, INTESTINAL","HOMG1"
"602032","ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE","ECTD4"
"602066","CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS","ICCA"
"602078","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2","CFEOM2"
"602079","TRIMETHYLAMINURIA","TMAU"
"602080","PAGET DISEASE OF BONE 2, EARLY-ONSET","PDB2"
"602081","SPEECH-LANGUAGE DISORDER 1","SPCH1"
"602083","USHER SYNDROME, TYPE IF","USH1F"
"602088","NEPHRONOPHTHISIS 2","NPHP2"
"602093","CONE DYSTROPHY 3","COD3"
"602099","AMYOTROPHIC LATERAL SCLEROSIS 5, JUVENILE","ALS5"
"602111","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MISSOURI TYPE","null"
"602271","SPONDYLOMETAPHYSEAL DYSPLASIA, AXIAL","SMDAX"
"602342","PIERPONT SYNDROME","PRPTS"
"602347","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 3","PFIC3"
"602361","GRACILE BONE DYSPLASIA","GCLEB"
"602390","HEMOCHROMATOSIS, TYPE 2A","HFE2A"
"602398","DESMOSTEROLOSIS","null"
"602400","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 11","ARCI11"
"602433","AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE","ALS4"
"602450","SEVERE COMBINED IMMUNODEFICIENCY WITH SENSITIVITY TO IONIZING RADIATION","null"
"602459","DEAFNESS, AUTOSOMAL DOMINANT 15","DFNA15"
"602471","SHORT STATURE, AUDITORY CANAL ATRESIA, MANDIBULAR HYPOPLASIA, AND SKELETAL ABNORMALITIES","SAMS"
"602473","ENCEPHALOPATHY, ETHYLMALONIC","EE"
"602481","MIGRAINE, FAMILIAL HEMIPLEGIC, 2","FHM2"
"602482","AXENFELD-RIEGER SYNDROME, TYPE 3","RIEG3"
"602483","AURICULOCONDYLAR SYNDROME 1","ARCND1"
"602485","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3","HHF3"
"602501","MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME","MCAP"
"602522","BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS","BARTS4A"
"602531","GRANGE SYNDROME","GRNG"
"602535","MARSHALL-SMITH SYNDROME","MRSHSS"
"602540","ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS","null"
"602541","MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE","MDCMC"
"602579","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ib","CDG1B"
"602588","BRANCHIOOTIC SYNDROME 1","BOS1"
"602629","DYSTONIA 6, TORSION","DYT6"
"602668","MYOTONIC DYSTROPHY 2","DM2"
"602723","PSORIASIS 2","PSORS2"
"602771","RIGID SPINE MUSCULAR DYSTROPHY 1","RSMD1"
"602782","HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME","null"
"602849","MUENKE SYNDROME","MNKES"
"602875","ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE","AMDM"
"603034","MYASTHENIC SYNDROME, CONGENITAL, 5","CMS5"
"603041","MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE)","MTDPS1"
"603075","MACULAR DEGENERATION, AGE-RELATED, 1","ARMD1"
"603147","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ic","CDG1C"
"603194","MECKEL SYNDROME, TYPE 2","MKS2"
"603218","HUNTINGTON DISEASE-LIKE 1","HDL1"
"603233","PSEUDOHYPOPARATHYROIDISM, TYPE IB","PHP1B"
"603278","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 1","FSGS1"
"603284","CEREBRAL CAVERNOUS MALFORMATIONS 2","CCM2"
"603387","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1","MPPH1"
"603457","BOSMA ARHINIA MICROPHTHALMIA SYNDROME","BAMS"
"603471","CITRULLINEMIA, TYPE II, ADULT-ONSET","CTLN2"
"603511","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1E","LGMD1E"
"603513","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 1","CPSQ1"
"603516","SPINOCEREBELLAR ATAXIA 10","SCA10"
"603543","LIMB-MAMMARY SYNDROME","LMS"
"603546","SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 2","SEMDJL2"
"603552","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4","FHL4"
"603553","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2","FHL2"
"603554","OMENN SYNDROME","null"
"603563","SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT","SPG8"
"603585","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf","CDG2F"
"603592","XANTHINURIA, TYPE II","XAN2"
"603622","DEAFNESS, AUTOSOMAL DOMINANT 17","DFNA17"
"603629","DEAFNESS, AUTOSOMAL RECESSIVE 21","DFNB21"
"603671","ACROMELIC FRONTONASAL DYSOSTOSIS","AFND"
"603720","DEAFNESS, AUTOSOMAL RECESSIVE 16","DFNB16"
"603830","LONG QT SYNDROME 3","LQT3"
"603896","LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER","VWM"
"603903","SICKLE CELL ANEMIA","null"
"603909","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE IIA","ALPS2A"
"604004","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 1","MLC1"
"604093","KERATOSIS PILARIS ATROPHICANS","KPA"
"604117","VOHWINKEL SYNDROME, VARIANT FORM","null"
"604121","CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLEPSY, AUTOSOMAL DOMINANT","ADCADN"
"604129","EPIDERMOLYSIS BULLOSA PRURIGINOSA","null"
"604168","CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY","CCFDN"
"604169","LEFT VENTRICULAR NONCOMPACTION 1","LVNC1"
"604173","POIKILODERMA WITH NEUTROPENIA","PN"
"604187","SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT","SPG10"
"604213","CHUDLEY-MCCULLOUGH SYNDROME","CMCS"
"604218","ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES","FENIB"
"604219","CATARACT 9, MULTIPLE TYPES","CTRCT9"
"604233","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1","GEFSP1"
"604250","HEMOCHROMATOSIS, TYPE 3","HFE3"
"604273","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1","MC5DN1"
"604278","RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION","null"
"604286","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2E","LGMD2E"
"604290","ACERULOPLASMINEMIA","null"
"604292","ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3","EEC3"
"604307","CATARACT 2, MULTIPLE TYPES","CTRCT2"
"604317","MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS","MCPH2"
"604320","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1","DSMA1"
"604321","MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE","MCPH4"
"604326","SPINOCEREBELLAR ATAXIA 12","SCA12"
"604348","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1","FASPS1"
"604352","FEBRILE SEIZURES, FAMILIAL, 4","4-Feb"
"604360","SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE","SPG11"
"604364","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1","FFEVF1"
"604367","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3","FPLD3"
"604369","SALLA DISEASE","SD"
"604370","BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1","BROVCA1"
"604377","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 1","CEMCOX1"
"604379","HYPOTRICHOSIS 7","HYPT7"
"604387","NEPHRONOPHTHISIS 3","NPHP3"
"604391","ATAXIA-TELANGIECTASIA-LIKE DISORDER 1","ATLD1"
"604393","LEBER CONGENITAL AMAUROSIS 4","LCA4"
"604400","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5","ARVD5"
"604403","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2","GEFSP2"
"604416","PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE","null"
"604432","SPINOCEREBELLAR ATAXIA 11","SCA11"
"604454","WELANDER DISTAL MYOPATHY","WDM"
"604484","NEUROPATHY, HEREDITARY MOTOR AND SENSORY, OKINAWA TYPE","HMSNO"
"604498","AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL","CAMT"
"604559","PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IB","PFHB1B"
"604563","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2","CMT4B2"
"604571","BARE LYMPHOCYTE SYNDROME, TYPE I","null"
"604625","TOOTH AGENESIS, SELECTIVE, 3","STHAG3"
"604717","DEAFNESS, AUTOSOMAL DOMINANT 20","DFNA20"
"604757","CRANIOSYNOSTOSIS 2","CRS2"
"604772","VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY","CPVT1"
"604777","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 5","ARCI5"
"604804","MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE","MCPH3"
"604805","SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT","SPG12"
"604841","STICKLER SYNDROME, TYPE II","STL2"
"604864","OSTEOARTHRITIS WITH MILD CHONDRODYSPLASIA","OSCDP"
"604928","WOLFRAM SYNDROME 2","WFS2"
"604931","CORTISONE REDUCTASE DEFICIENCY 1","CORTRD1"
"605013","MICROHYDRANENCEPHALY","MHAC"
"605019","HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2","FHBL2"
"605021","MYOCLONIC EPILEPSY, FAMILIAL INFANTILE","FIME"
"605039","BOHRING-OPITZ SYNDROME","BOPS"
"605041","BROOKE-SPIEGLER SYNDROME","BRSS"
"605130","WIEDEMANN-STEINER SYNDROME","WDSTS"
"605192","DEAFNESS, AUTOSOMAL DOMINANT 23","DFNA23"
"605231","BARDET-BIEDL SYNDROME 6","BBS6"
"605249","SEBASTIAN SYNDROME","SBS"
"605253","NEUROPATHY, CONGENITAL HYPOMYELINATING OR AMYELINATING, AUTOSOMAL RECESSIVE","CHN"
"605258","IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 2","HIGM2"
"605259","SPINOCEREBELLAR ATAXIA 13","SCA13"
"605280","SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT","SPG13"
"605282","TEMTAMY PREAXIAL BRACHYDACTYLY SYNDROME","TPBS"
"605285","NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE","HMSNR"
"605289","SPLIT-HAND/FOOT MALFORMATION 4","SHFM4"
"605309","MACROCEPHALY/AUTISM SYNDROME","null"
"605355","NEMALINE MYOPATHY 5","NEM5"
"605361","SPINOCEREBELLAR ATAXIA 14","SCA14"
"605373","PARAGANGLIOMAS 3","PGL3"
"605376","HETEROTAXY, VISCERAL, 2, AUTOSOMAL","HTX2"
"605387","CATARACT 31, MULTIPLE TYPES","CTRCT31"
