"pid","description","tid","des_ch"
"11754","Rudimentary tonsils","18","基本的扁桃体"
"11755","Hypoxemia and cor pulmonale","21","低氧血症和肺心病"
"11756","Enteroviral hepatitis","29","肠病毒性肝炎"
"11757","Epididymitis","37","附睾炎"
"11758","Prostatitis","37","前列腺炎"
"11759","Septic arthritis","46","化脓性关节炎"
"11760","Pyoderma","50",
"11761","Enteroviral dermatomyositis syndrome","55","肠病毒性皮肌炎综合征"
"11762","Encephalitis","57","脑炎"
"11763","Frequent bacterial infections","64",
"11764","Severe enteroviral infections","64",
"11765","Small lymph nodes","64",
"11766","Absent B-lymphocytes in all organs","64",
"11767","Absent plasma cells in all organs","64",
"11768","Increased incidence of rectosigmoid cancer","65",
"11769","Absent or severely reduced levels of serum immunoglobulins","72",
"11770","Susceptibility to infections start in the first year of life","73",
"11771","Short stature (adult height <3rd centile)","2",
"11772","Square broad forehead","7","方形宽阔的额头"
"11773","Lop ears (in some patients)","8","垂耳（在一些患者中）"
"11774","Telecanthus (in some patients)","9","Telecanthus（在一些患者中）"
"11775","Narrow nose","10","鼻子狭窄"
"11776","Congenital heart disease (in some patients)","15","先天性心脏病（部分患者）"
"11777","Peripheral pulmonary artery stenosis","16","周围肺动脉狭窄"
"11778","Duplicated vagina","38","阴道复制"
"11779","Hydronephrotic kidney","39","肾积水肾"
"11780","Solitary kidney","39","孤肾"
"11781","Small unstable bladder","41","小不稳定的膀胱"
"11782","Syndactyly of toes (not 2-3)","48","脚趾杂乱（不是2-3）"
"11783","Delta-shaped metatarsals","48","三角形跖骨"
"11784","Specific features may vary, but syndactyly and renal/anogenital malformations are cardinal features","73",
"11785","Respiratory insufficiency due to muscle weakness leading to ventilator dependency","17","由于肌肉无力导致呼吸机功能不全导致呼吸机依赖性"
"11786","Loss of antigravity strength","55","失去抗重力"
"11787","Skeletal muscle biopsy shows reducing bodies","55","骨骼肌活检显示减少身体"
"11788","Inclusions stain positively with nitroblue tetrazolium (NBT)","55","用氮蓝四唑（NBT）对夹杂物染色呈阳性"
"11789","Cytoplasmic inclusion bodies","55","细胞质包涵体"
"11790","Onset in infancy or early childhood (before age 3 years)","73",
"11791","Loss of ambulation","73",
"11792","Death in childhood is frequent due to respiratory failure","73",
"11793","See also later childhood-onset form ","73",
"11794","Hyperextended neck","13","过度伸展的脖子"
"11795","Dilated cardiomyopathy (less common)","15","扩张型心肌病（不太常见）"
"11796","Most patients become ventilator-dependent","17","大多数患者依赖呼吸机"
"11797","Winging of the scapulae","24","肩胛骨的翅膀"
"11798","Decreased spinal mobility","44","脊柱活动减少"
"11799","Cervical hyperextension","44","宫颈过伸"
"11800","Hyporeflexia","55","反射减弱"
"11801","Onset in childhood (5 to 10 years)","73",
"11802","Frequent falls","73",
"11803","Female carriers may be less severely affected","73",
"11804","See also severe, early-onset form ","73",
"11805","Microcephaly, progressive (-3.5 to -10 SD)","6","小头畸形，进行性（-3.5至-10 SD）"
"11806","Hearing loss, sensorineural (less common)","8","听力损失，感觉神经（不太常见）"
"11807","Optic nerve hypoplasia (less common)","9","视神经发育不全（不太常见）"
"11808","Optic disc pallor (less common)","9","光盘苍白（不太常见）"
"11809","Strabismus (less common)","9","斜视（不太常见）"
"11810","Nystagmus (less common)","9","眼球震颤（不太常见）"
"11811","Scoliosis (less common)","44","脊柱侧凸（不太常见）"
"11812","Most never acquire independent ambulation","57","大多数人从未获得独立的行走"
"11813","Peripheral hypertonia","57","周围性高血压"
"11814","Hyposensitivity to pain (less common)","57","对疼痛的敏感性（不太常见）"
"11815","Proportionate pontocerebellar hypoplasia seen on MRI","57","在MRI上看到的比例性的小脑小脑发育不全"
"11816","Dilated fourth ventricle","57","扩张的第四脑室"
"11817","Simplified gyration in the frontal cortex (less common)","57","额叶皮层的简化回转（不太常见）"
"11818","Hypochromic, microcytic anemia","63",
"11819","Macrocytic anemia in manifesting females","63",
"11820","Pathologic perinuclear mitochondrial iron deposits in erythrocyte precursors","63",
"11821","Low hemoglobin","72",
"11822","Variable age at onset, from birth to ninth decade","73",
"11823","Female carriers may be affected","73",
"11824","May or may not be responsive to pyridoxine (vitamin B6) treatment","73",
"11825","Systemic iron overload due to ineffective erythropoiesis","73",
"11826","Abnormal liver function (in some patients)","29","肝功能异常（部分患者）"
"11827","Gallstones (in some patients)","31","胆结石（某些患者）"
"11828","Photosensitivity, severe","50",
"11829","Iron deficiency","63",
"11830","Iron-deficiency anemia (in some patients)","63",
"11831","Increased erythrocyte zinc- and metal-free protoporphyrin","63",
"11832","Hypospadias, penoscrotal","35","尿道下裂，penoscrotal"
"11833","Upslanting palpebral fissures (1 family)","9","俯卧撑睑裂（1科）"
"11834","High-arched palate (1 family)","11","高拱形的口感（1个家庭）"
"11835","Molar hypoplasia (1 family)","12","磨牙发育不全（1科）"
"11836","Narrow thorax (1 family)","23","狭窄的胸部（1科）"
"11837","Attention-deficit hyperactivity disorder","59",
"11838","Affected females have been reported","73",
"11839","Hydrocephaly","6","脑积水"
"11840","11 pairs of ribs (in some male patients)","24","11对肋骨（在一些男性患者中）"
"11841","Poor mineralization of skull","43","头骨矿化不良"
"11842","Platyspondyly, severe","44","Platyspondyly，严重"
"11843","Hypoplasia of iliac wings (mild in carrier females)","45","髂动脉的发育不全（载体女性轻微）"
"11844","Poor ossification of pubis","45","耻骨骨化不良"
"11845","Rhizomelic shortening (in carrier females)","46","根状茎缩短（载体女性）"
"11846","Metaphyseal cupping of metacarpals","47","掌骨的掌骨拔罐"
"11847","Metaphyseal cupping of phalanges","47","趾骨的骨骺拔罐"
"11848","Hypoplastic calcaneus","48","发育不良的跟骨"
"11849","Metaphyseal cupping of metatarsals","48","跖骨跖骨拔罐"
"11850","Metaphyseal cupping of phalanges","48","趾骨的骨骺拔罐"
"11851","Mental retardation, mild (in some females)","57","精神发育迟滞，轻度（部分女性）"
"11852","Carrier females are less affected (short stature with rhizomelic shortening of limbs, mild body asymmetry, and mild mental retardation)","73",
"11853","Based on one report of a 4-generation family with 4 affected males and 6 affected females","73",
"11854","Two families have been reported","73",
"11855","Retinitis pigmentosa, juvenile onset (in some patients)","9","视网膜色素变性，青少年发病（部分患者）"
"11856","Prominent maxillary arch","11","突出的上颌弓"
"11857","Poor feeding in infancy","33","在婴儿期喂养不佳"
"11858","Cystic renal disease","39","囊性肾病"
"11859","Increased echogenicity","39","回声增强"
"11860","Postaxial polydactyly (in some patients)","47","多头畸形（在一些患者中）"
"11861","Nonverbal with some receptive language and cognitive development (in 1 family)","57","具有一定接受性语言和认知发展的非语言（1个家庭）"
"11862","Thickening of the superior cerebellar peduncles","57","上小脑脚的增厚"
"11863","Variable dysmorphic features may be present","73",
"11864","Less than third centile","2",
"11865","Less than third centile","3",
"11866","Occipitofrontal circumference less than third centile","6","枕前圆周小于第三百分位"
"11867","Large auricle","8","大耳廓"
"11868","Sparse lateral eyebrows","9","侧眉稀疏"
"11869","Long palpebral fissure","9","长睑裂"
"11870","Eversion of lateral third of lower eyelid","9","下眼睑外侧三分外翻"
"11871","Broad and/or depressed tip of nose","10","鼻尖宽阔和/或凹陷"
"11872","Abnormal dentition","12","牙列异常"
"11873","Neonatal teeth (rare)","12","新生儿牙齿（罕见）"
"11874","Atrioventricular septal defect (rare)","15","房室隔缺损（罕见）"
"11875","Pulmonary valve stenosis (rare)","15","肺动脉瓣狭窄（罕见）"
"11876","Hypoplastic right ventricle (rare)","15","右心室发育不良（罕见）"
"11877","Aortic coarctation (in some patients)","16","主动脉缩窄（某些患者）"
"11878","Areolar fullness in infancy","25","婴儿期的极度充盈"
"11879","Feeding difficulties in infancy","33","在婴儿期喂养困难"
"11880","Joint hyperlaxity","42","关节过度紧张"
"11881","Persistent fetal fingertip pads","47","持久的胎儿指尖垫"
"11882","Long eyelashes Sparse lateral eyebrows","54",
"11883","Developmental delay, mild to severe","57","发育迟缓，轻度至重度"
"11884","Behavioral difficulties","59",
"11885","Severity of phenotype may vary with X-inactivation patterns and/or mutation type","73",
"11886","Long birth length (in some patients)","2",
"11887","Increased head circumference (in some patients)","6","头围增加（部分患者）"
"11888","Deceleration of head growth","6","头部增长减速"
"11889","Overfolded helix","8","折叠螺旋"
"11890","Short, anteverted nose","10","短，前倾的鼻子"
"11891","Gingival hyperplasia","12","牙龈增生"
"11892","Pointed teeth","12","尖牙"
"11893","Hepatomegaly (1 family)","29","肝肿大（1科）"
"11894","Cirrhosis (1 family)","29","肝硬化（1科）"
"11895","Iron deposition (1 family)","29","铁沉积（1个家族）"
"11896","Duplicated collecting system (1 patient)","39","重复收集系统（1名患者）"
"11897","Vesicoureteral reflux","41","膀胱输尿管反流"
"11898","Prominent occiput","43","突出的枕骨"
"11899","Enlarged fontanel","43","扩大的囟门"
"11900","Ichthyosis (1 family)","50",
"11901","Seborrheic dermatitis (1 family)","50",
"11902","Linear plaque-like scales (1 family)","50",
"11903","Pigmentation abnormalities (1 family)","50",
"11904","Severely delayed psychomotor development","57","严重延迟精神运动发育"
"11905","Psychomotor arrest and regression","57","精神运动停滞和消退"
"11906","Burst-suppression pattern seen on EEG","57","在脑电图上看到的突发抑制模式"
"11907","Irregular spike and slow waves","57","不规则的尖峰和慢波"
"11908","Absence of the septum pellucidum","57","没有透明隔膜"
"11909","Absence of the olfactory bulbs and tracts","57","没有嗅球和大片"
"11910","Hypoplastic cerebellum","57","发育不全的小脑"
"11911","Spongy gliosis","57","海绵状胶质增生"
"11912","White matter immaturity","57","白质不成熟"
"11913","Abnormal cortical lamination","57","皮质层压异常"
"11914","Dysplastic pons","57","发育不良的脑桥"
"11915","Scant iron deposition in the brain (1 family)","57","大脑中缺乏铁沉积（1个家族）"
"11916","Fetal hydrops (in some patients)","68",
"11917","Increased serum alkaline phosphatase (in some patients)","72",
