"pid","location","treatment","operation","anatomy"
"488","位於膝外侧缘，在膕横纹上1寸处取之。","妇人阴中痛，小腹绞痛，腹中痛。","直刺0.5寸，艾炷灸3～7壮，艾条灸5～10分钟。","布有髂脛束、股外肌；膝上外侧动脉、静脉；皮下有股外侧皮神经末支。"
"489","位於足內踝下缘前后凹陷处。每侧二穴，左右计四穴。","月经过多，赤白带下，肠出血，尿闭。","直刺0.2～0.3寸。艾炷灸3～7壮；艾条灸5～15分钟。","一穴在內踝下缘，外展拇肌止点前方；另一穴在外展拇肌止点后方，布有脛后动脉、静脉；深部为脛神经本干。"
"490","于足后跟正中线赤白肉际处取穴，左右计2穴。","霍乱转筋，牙痛，牙槽风，惊悸癲狂，齿齦炎，齿槽脓疡。","针0.1～0.2寸，局部胀感。艾灸3～7壮。","有腓动、静脉的跟骨外侧支；布腓肠神经跟骨外侧支，布有小腿內侧皮神经及脛神经的跟骨神经。"
"491","位於足背，与第一、二跖骨间隙中点相平，拇长伸肌腱脛侧凹陷中。举足取之，左右计2穴。","疝气上冲，呼吸困难。","针0.2～0.3寸。酸胀感至趾尖。艾灸3壮。","在足拇长伸肌腱外缘；有足背静脉网、第一跖背侧动脉；布有腓深神经的跖背侧神经，深层为脛神经足底內侧神经。"
"492","举足，即足底第二、三跖趾关节前方凹陷处取穴，与內庭穴相对，左右计2穴。","五趾疼痛，癲癇，小儿搐搦。","直刺0.3～0.5寸，酸胀感觉至趾尖。艾灸3～5壮。","有跖腱膜；布有足底內侧神经及足底外侧动脉分支。"
"493","位中足拇趾背侧，趾节横纹之中点。","卒中恶闷热毒欲死，淋病，睪丸炎，肠疝痛，腰痛。","直刺0.1～0.2寸。艾炷灸3～5壮；艾条灸5～10分钟。","有足拇长伸肌腱、拇短伸肌腱；布有趾背动脉；趾背神经。"
"494","膕窝横纹中央直下9.5寸。","小儿麻痹后遗症。","直刺1～2寸。","针经皮肤、皮下组织，穿过小腿三头肌腱上份，到达拇长屈肌中。浅层布有腓肠神经和小隐静脉；深层有脛后动、静脉和脛神经分佈。"
"495","髕骨上缘中点直上4.5寸。","下肢瘫痪等病症。","直刺1～2寸。","针经皮肤、皮下组织，穿过股直肌，到达股中间肌中。浅层布有股神经前皮支；深层有股神经和股动脉的肌支。"
"496","內外踝高点连线与跟腱相交处。","小儿麻痹后遗症，足下垂。","直刺0.5～0.8寸。","针经皮肤、皮下组织，到达跟腱中。浅层布有腓肠神经分支；深面內侧有脛后动、静脉和脛神经。"
"497","委中穴直上2寸。","小儿麻痹后遣症，腿痛。","直刺2～3寸。","针经皮肤、皮下组织，到达半膜肌与股二头肌之间。浅层布有股后皮神经；深层有脛神经（或坐骨神经）和膕动、静脉。"
"498","承山穴內开一寸。","小儿麻痹后遗症，足外翻。","直刺2～3寸。","针经皮肤、皮下组织，穿过腓肠肌与比目鱼肌，到达趾长层肌中。浅层布有腓肠內侧皮神经；深层有脛后动脉和脛神经分支。"
"499","承山穴外开一寸。","小儿麻痹后遗症，足內翻。","直刺2¯3寸。","在腓肠肌与比目鱼肌中，深部趾长屈肌。浅层布有腓肠外侧皮神经；深层有脛神经和腓动脉后支。"
"500","小腿內侧，脛骨內髁与內踝高点线之中点，脛骨內缘后约一横指。","腹痛、下肢痛。","直刺。1～5寸。","在腓肠肌，比目鱼肌中，布有大隐静脉和隐神经。"
"501","位於小腿外侧，当腓骨小头与外踝高点联线中点。","腹痛，下肢痛。","直刺1～1.5寸。","在腓肠肌、比目鱼肌中；布有腓浅神经、腓肠外侧皮神经分支，和脛前动、静脉。"
